dataset,classifier,method,metric,change_kind,value_run1,value_run2,delta,attribution
smoke_spring,lstm,CftsCOMTE,trsi,changed_value,0.138333250854,0.0697762130554,-0.068557037799,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,cf_faith_pearl_hard,changed_value,0.25,0.2,-0.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsCels,cf_faith_pearl_soft,changed_value,0.898695957411,0.841729187686,-0.0569667697251,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsCels,cf_faith_rollout_soft,changed_value,0.586340487628,0.554282454699,-0.0320580329289,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,do_complexity_mean,changed_value,20.5,21.55,1.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,do_complexity_mean_all,new_metric,,21.55,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCels,do_complexity_mean_pearl_scorable,new_metric,,21.55,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCels,do_complexity_median,changed_value,19,22,3,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,do_complexity_stability,changed_value,11.8246408046,8.95361807732,-2.87102272727,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCels,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsCels,ood,changed_value,0.081114303662,0.0815642785664,0.000449974904402,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,pns_PS_A_model_proposed,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_B_model_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_C_world_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_delta_outcome,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_delta_total,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_delta_trajectory,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_do_complexity_mean,new_metric,,21.55,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_do_complexity_median,new_metric,,22,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsCels,proximity_l1,changed_value,40.9788206876,68.7800689497,27.8012482621,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,proximity_l2,changed_value,5.63226029668,10.070986127,4.43872583029,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,scm_noise_plausibility,changed_value,0.910306212025,0.86039185398,-0.049914358045,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,shift_vr,changed_value,0.666666666667,0.875,0.208333333333,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,sparsity,changed_value,0.753666666667,0.691166666667,-0.0625,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,sparsity_channels,changed_value,0.245,0.205,-0.04,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,sparsity_timepoints,changed_value,0.426666666667,0.371666666667,-0.055,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,trsi,changed_value,0.905452196272,0.805437357353,-0.100014838919,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,validity,changed_value,0.3,0.4,0.1,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,validity_base,changed_value,0.3,0.4,0.1,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsCels,validity_shift,changed_value,0.2,0.35,0.15,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsConfeti,cf_faith_pearl_soft,changed_value,0.116579693718,0.0467074692941,-0.0698722244238,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsConfeti,cf_faith_rollout_soft,changed_value,0.0935729983769,0.042938000358,-0.0506349980188,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,do_complexity_mean_all,new_metric,,4.5,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsConfeti,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsConfeti,frac_no_do_schedule,new_metric,,0.85,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsConfeti,n_do_scorable,new_metric,,3,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsConfeti,ood,changed_value,0.0775835501296,0.0773269978346,-0.000256552294977,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_B_model_oracle,new_metric,,0.333333333333,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_C_world_oracle,new_metric,,0.333333333333,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_delta_outcome,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_delta_total,new_metric,,0.666666666667,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_delta_trajectory,new_metric,,0.666666666667,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_frac_no_intervention,new_metric,,0.85,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,pns_PS_n_scorable,new_metric,,3,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsConfeti,proximity_l1,changed_value,68.6507201363,74.2829973779,5.63227724157,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,proximity_l2,changed_value,7.28479339824,7.62893165222,0.344138253981,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,scm_noise_plausibility,changed_value,0.82690073053,0.827192649734,0.000291919203672,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,sparsity,changed_value,0.926833333333,0.922166666667,-0.00466666666667,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsConfeti,trsi,changed_value,1.32008090348,1.30199569945,-0.0180852040312,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsWachter,cf_faith_pearl_soft,changed_value,0.355847047742,0.420050413377,0.0642033656352,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,CftsWachter,cf_faith_rollout_soft,changed_value,0.439401199638,0.504416326684,0.0650151270463,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsWachter,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsWachter,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsWachter,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,CftsWachter,ood,changed_value,0.0674346786978,0.0741166829507,0.00668200425295,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_B_model_oracle,new_metric,,0.6,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_C_world_oracle,new_metric,,0.7,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_delta_outcome,new_metric,,-0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_delta_total,new_metric,,0.3,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_delta_trajectory,new_metric,,0.4,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,CftsWachter,proximity_l1,changed_value,1823.20676928,2181.51789496,358.311125683,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,proximity_l2,changed_value,142.245653624,172.081984854,29.8363312299,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,scm_noise_plausibility,changed_value,0.714378669712,0.802730683311,0.0883520135998,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,shift_vr,changed_value,1.125,0.95,-0.175,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,sparsity,changed_value,0.000166666666667,0,-0.000166666666667,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,trsi,changed_value,0.0511565184107,0.0423438170433,-0.0088127013674,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,validity,changed_value,0.8,1,0.2,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,validity_base,changed_value,0.8,1,0.2,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,CftsWachter,validity_shift,changed_value,0.9,0.95,0.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; local test accuracy changed 0.97→0.98
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_pearl_soft,changed_value,0.726461209154,0.690705005958,-0.0357562031966,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_valid,changed_value,0.2,1,0.8,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,cf_faith_rollout_soft,changed_value,0.999999408061,0.999999301982,-1.06079067308e-07,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean,changed_value,16.75,22,5.25,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_all,new_metric,,22,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_mean_pearl_scorable,new_metric,,22,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_median,changed_value,15,22,7,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,do_complexity_stability,changed_value,1.00357142857,1,-0.00357142857143,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,NoiselessSCMRecourse,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,NoiselessSCMRecourse,ood,changed_value,0.0824345345199,0.0418997638983,-0.0405347706216,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_B_model_oracle,new_metric,,0.7,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_C_world_oracle,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_outcome,new_metric,,0.25,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_total,new_metric,,0.55,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_delta_trajectory,new_metric,,0.3,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_mean,new_metric,,22,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_median,new_metric,,22,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,NoiselessSCMRecourse,proximity_l1,changed_value,79.0764225366,801.60136446,722.524941924,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,proximity_l2,changed_value,7.71603390032,62.0161587538,54.3001248534,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,scm_noise_plausibility,changed_value,0.497191163936,0.660603043363,0.163411879427,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,shift_vr,new_metric,,1,,Stage 5 complete phase-03 Shift-VR coverage
smoke_spring,lstm,NoiselessSCMRecourse,sparsity,changed_value,0.443333333333,0.266833333333,-0.1765,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,sparsity_timepoints,changed_value,0.441666666667,0.266666666667,-0.175,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,trsi,changed_value,0.318882160677,0.120269039916,-0.198613120761,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,validity,changed_value,0.2,1,0.8,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,validity_base,changed_value,0.2,1,0.8,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,NoiselessSCMRecourse,validity_shift,changed_value,0.25,1,0.75,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_valid,changed_value,0.4,1,0.6,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_soft,changed_value,0.999999639589,0.999999549351,-9.02382619739e-08,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_soft,changed_value,0.715647270362,0.690705049874,-0.0249422204875,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,do_complexity_mean_all,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,PearlSCMRecourse,do_complexity_mean_pearl_scorable,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,PearlSCMRecourse,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,PearlSCMRecourse,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,PearlSCMRecourse,ood,changed_value,0.0784716573727,0.044313986108,-0.0341576712647,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_B_model_oracle,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_C_world_oracle,new_metric,,0.5,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_outcome,new_metric,,0.5,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_total,new_metric,,0.5,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_mean,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_median,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,PearlSCMRecourse,proximity_l1,changed_value,110.696616827,779.113233051,668.416616224,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,proximity_l2,changed_value,9.35010527261,60.6384258117,51.2883205391,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,scm_noise_plausibility,changed_value,0.895775115235,0.630224878945,-0.26555023629,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,shift_vr,changed_value,1.375,1,-0.375,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,sparsity,changed_value,0.4105,0.266666666667,-0.143833333333,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,sparsity_timepoints,changed_value,0.406666666667,0.266666666667,-0.14,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,trsi,changed_value,0.108914762613,0.0918088024802,-0.017105960133,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,validity,changed_value,0.4,1,0.6,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,validity_base,changed_value,0.4,1,0.6,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,PearlSCMRecourse,validity_shift,changed_value,0.55,1,0.45,Stage 1 proximity rescaling and bounded prediction-only fallback
smoke_spring,lstm,TSCausal,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,TSCausal,cf_faith_pearl_soft,changed_value,0.221284357351,0.2246683018,0.00338394444842,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,lstm,TSCausal,cf_faith_rollout_soft,changed_value,0.218832496472,0.23801308899,0.0191805925178,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,TSCausal,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,TSCausal,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,TSCausal,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,lstm,TSCausal,ood,changed_value,0.0546687463145,0.0551031122182,0.000434365903725,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,pns_PS_A_model_proposed,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_B_model_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_C_world_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_delta_outcome,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_delta_total,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_delta_trajectory,new_metric,,0.45,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_spring,lstm,TSCausal,proximity_l1,changed_value,491.11046037,485.525231841,-5.58522852946,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,proximity_l2,changed_value,36.7208757883,36.8369508028,0.116075014528,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,scm_noise_plausibility,changed_value,0.110230301191,0.111410917628,0.00118061643729,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,shift_vr,changed_value,1.25,1.22222222222,-0.0277777777778,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,sparsity,changed_value,0.0195,0.0193333333333,-0.000166666666667,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,trsi,changed_value,0.570223286569,0.577533808962,0.00731052239239,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
